Trade Date,Dec14
2014-03-24,16.05
2014-03-25,18.5
2014-03-26,18.66
2014-03-27,18.65
2014-03-28,18.55
2014-03-31,18.44
2014-04-01,18.2
2014-04-02,18.12
2014-04-03,18.15
2014-04-04,18.17
2014-04-07,18.35
2014-04-08,18.2
2014-04-09,18.13
2014-04-10,18.25
2014-04-11,18.37
2014-04-14,18.47
2014-04-15,18.61
2014-04-16,18.31
2014-04-17,18.13
2014-04-21,18.1
2014-04-22,18.1
2014-04-23,18.15
2014-04-24,18.25
2014-04-25,18.25
2014-04-28,18.11
2014-04-29,17.95
2014-04-30,17.89
2014-05-01,17.87
2014-05-02,17.95
2014-05-05,18.05
2014-05-06,17.98
2014-05-07,17.92
2014-05-08,17.77
2014-05-09,17.8
2014-05-12,17.5
2014-05-13,17.4
2014-05-14,17.48
2014-05-15,17.63
2014-05-16,17.55
2014-05-19,17.41
2014-05-20,17.31
2014-05-21,17.25
2014-05-22,17.3
2014-05-23,17.3
2014-05-27,17.3
2014-05-28,17.3
2014-05-29,17.35
2014-05-30,17.46
2014-06-02,17.55
2014-06-03,17.6
2014-06-04,17.45
2014-06-05,17.33
2014-06-06,17.02
2014-06-09,16.67
2014-06-10,16.76
2014-06-11,16.8
2014-06-12,17.2
2014-06-13,17.15
2014-06-16,17.04
2014-06-17,16.9
2014-06-18,16.8
2014-06-19,16.5
2014-06-20,16.55
2014-06-23,16.62
2014-06-24,16.59
2014-06-25,16.6
2014-06-26,16.41
2014-06-27,16.25
2014-06-30,16.15
2014-07-01,16.01
2014-07-02,15.8
2014-07-03,15.6
2014-07-07,15.7
2014-07-08,16.0
2014-07-09,15.73
2014-07-10,15.85
2014-07-11,15.66
2014-07-14,15.49
2014-07-15,15.4
2014-07-16,15.35
2014-07-17,16.02
2014-07-18,16.0
2014-07-21,15.4
2014-07-22,15.4
2014-07-23,15.45
2014-07-24,15.51
2014-07-25,15.68
2014-07-28,15.68
2014-07-29,15.55
2014-07-30,15.53
2014-07-31,16.2
2014-08-01,16.7
2014-08-04,16.77
2014-08-05,17.0
2014-08-06,17.09
2014-08-07,17.5
2014-08-08,18.17
2014-08-11,17.25
2014-08-12,16.64
2014-08-13,16.46
2014-08-14,16.07
2014-08-15,16.22
2014-08-18,15.6
2014-08-19,15.21
2014-08-20,15.35
2014-08-21,15.35
2014-08-22,15.42
2014-08-25,15.24
2014-08-26,15.4
2014-08-27,15.58
2014-08-28,15.92
2014-08-29,15.7
2014-09-02,15.7
2014-09-03,15.7
2014-09-04,15.7
2014-09-05,15.7
2014-09-08,15.47
2014-09-09,15.55
2014-09-10,15.64
2014-09-11,15.65
2014-09-12,15.74
2014-09-15,15.95
2014-09-16,16.0
2014-09-17,15.5
2014-09-18,15.45
2014-09-19,15.47
2014-09-22,15.75
2014-09-23,16.2
2014-09-24,16.2
2014-09-25,16.6
2014-09-26,16.4
2014-09-29,16.85
2014-09-30,16.88
2014-10-01,17.37
2014-10-02,17.45
2014-10-03,17.13
2014-10-06,16.55
2014-10-07,17.31
2014-10-08,17.4
2014-10-09,17.15
2014-10-10,18.5
2014-10-13,20.05
2014-10-14,20.05
2014-10-15,21.34
2014-10-16,21.95
2014-10-17,20.15
2014-10-20,19.56
2014-10-21,18.72
2014-10-22,18.5
2014-10-23,18.15
2014-10-24,18.25
2014-10-27,17.89
2014-10-28,16.92
2014-10-29,16.69
2014-10-30,16.85
2014-10-31,16.32
2014-11-03,16.42
2014-11-04,16.8
2014-11-05,16.33
2014-11-06,16.27
2014-11-07,15.85
2014-11-10,15.65
2014-11-11,15.27
2014-11-12,15.4
2014-11-13,15.75
2014-11-14,15.68
2014-11-17,15.75
2014-11-18,15.4
2014-11-19,15.6
2014-11-20,15.85
2014-11-21,15.25
2014-11-24,14.96
2014-11-25,14.72
2014-11-26,14.6
2014-11-28,14.9
2014-12-01,15.6
2014-12-02,15.62
2014-12-03,14.4
2014-12-04,14.6
2014-12-05,14.0
2014-12-08,14.7
2014-12-09,15.85
2014-12-10,17.45
2014-12-11,19.15
2014-12-12,20.1
2014-12-15,20.55
2014-12-16,23.4
2014-12-17,23.2
